text,type
Is it legal to use a fake voice for a video call in a app of a city of a state?,Legal_Request
Procedure to get a legal heir certificate for a deceased grand-uncle in a family of a city of a state?,Legal_Request
Can I sue a person for a defamatory video on a social site for a person in a city of a state?,Legal_Request
How to file a case for a refund of a payment in a store of a city of a state?,Legal_Request
What are the rights of a consumer for a fake advertisement of a product in a city of a state?,Legal_Request
Can a school charge a fine for a late arrival of a student in a school of a city of a state?,Legal_Request
How to report a case of bribery in a excise office in a city of a state?,Legal_Request
Is it legal to use a fake email for a feedback in a website of a city of a state?,Legal_Request
Procedure to get a trade license for a stationary shop in a market of a city of a state?,Legal_Request
Can I sue a company for a faulty air cooler in a house of a city of a state?,Legal_Request
How to file a complaint against a government clerk for a delay in service in a office of a city of a state?,Legal_Request
What is the law on right to information for a private university college in a state of India?,Legal_Request
Can I be arrested for a social media post that is a criticism of a leader of a party in a city of a state?,Legal_Request
How to report a case of cyberbullying to the cyber cell of police wing in a city of a state?,Legal_Request
Is it legal to use a fake name for a article in a newspaper of a city of a state?,Legal_Request
Procedure to get a birth certificate for a child born in a private hospital in a city of a state?,Legal_Request
Can I sue a restaurant for a cold food in a party in a hotel of a city of a state?,Legal_Request
How to file a case for a missing baggage in a shared auto in a city of a state?,Legal_Request
What are the rights of a tenant for a house maintenance by owner of house in a city of a state?,Legal_Request
Can a school force a student to take a particular elective subject in a school of a city of a state?,Legal_Request
How to report a case of illegal sand mining in a river bed in a state of India?,Legal_Request
Is it legal to use a fake name on a comment box of a blog post of a site of a city of a state?,Legal_Request
Procedure to get a marriage certificate for a person with a physical disability in a court of a city of a state?,Legal_Request
Can I sue a person for a false claim in a business in a city of a state?,Legal_Request
How to file a complaint against a bank for a wrong name in a account of a person in a city of a state?,Legal_Request
What is the law on right to education for a child of a daily wage worker in a city of a state in India?,Legal_Request
Can I be arrested for a crime committed by a subordinate in a office in a city of a state?,Legal_Request
How to report a case of domestic violence to the local council office in a village of a state?,Legal_Request
Is it legal to use a fake ID for a sports entry in a stadium of a city of a state?,Legal_Request
Procedure to get a land patta for a marginal farmer in a village of a state in India?,Legal_Request
Can I sue a hospital for a medical negligence of a nurse in a ward of a city of a state?,Legal_Request
How to file a complaint against a travel agency for a bait advertisement of a trip in a city of a state?,Legal_Request
What is the law on right to a clean environment in a rural area of a state in India?,Legal_Request
Can I be arrested for a debt of my niece in a college of a city of a state?,Legal_Request
How to report a case of animal abuse to the animal rights group in a city of a state?,Legal_Request
Is it legal to use a fake profile picture on a chat app for a joke in a city of a state?,Legal_Request
Procedure to get a legal heir certificate for a deceased nephew in a family of a city of a state?,Legal_Request
Can I sue a person for a defamatory status on a social site for a person in a city of a state?,Legal_Request
How to file a case for a refund of a subscription fee in a app of a phone in a city of a state?,Legal_Request
What are the rights of a consumer for a wrong quality of a product in a city of a state?,Legal_Request
Can a school expel a student for a behavioral issue in a class of a school of a city of a state?,Legal_Request
How to report a case of bribery in a sales tax office in a city of a state?,Legal_Request
Is it legal to use a fake email for a poll in a website of a city of a state?,Legal_Request
Procedure to get a trade license for a spa in a city of a state?,Legal_Request
Can I sue a company for a faulty dryer in a laundry of a city of a state?,Legal_Request
How to file a complaint against a government official for a misbehavior with a public in a office of a city of a state?,Legal_Request
What is the law on right to health for a person with a disability in a city of a state?,Legal_Request
Can I be arrested for a social media post that is a parody of a policy of a government of a state?,Legal_Request
How to report a case of cyberstalking to the cyber unit of police station in a city of a state?,Legal_Request
Is it legal to use a fake name for a online registration in a site of a city of a state?,Legal_Request
Procedure to get a birth certificate for a child with a single mother in a hospital of a city of a state?,Legal_Request
Can I sue a restaurant for a wrong quantity in a meal of a person in a city of a state?,Legal_Request
How to file a case for a missing baggage in a car of a relative in a city of a state?,Legal_Request
What are the rights of a tenant for a lease agreement in a city of a state?,Legal_Request
Can a school refuse to give a merit certificate for a student in a school of a city of a state?,Legal_Request
How to report a case of illegal construction in a village of a state in India?,Legal_Request
Is it legal to use a fake ID for a concert ticket in a stadium of a city of a state?,Legal_Request
Procedure to get a marriage certificate for an inter-country marriage in a court of a city of a state?,Legal_Request
Can I sue a person for a breach of privacy in a relationship in a family of a city of a state?,Legal_Request
How to file a complaint against a bank for a delayed statement of a account of a person in a city of a state?,Legal_Request
What is the law on right to shelter for a victim of a natural disaster in a state of India?,Legal_Request
Can I be arrested for a crime committed by a relative of a friend in a city of a state?,Legal_Request
How to report a case of child labor to the social welfare department of a state in India?,Legal_Request
Is it legal to use a fake signature on a thank you note for a joke in a city of a state?,Legal_Request
Procedure to get a land registration done in a village council office of a state of India?,Legal_Request
Can I sue a hospital for a lack of medicine in a ward of a city of a state?,Legal_Request
How to file a complaint against a travel agency for a wrong flight in a trip of a person in a city of a state?,Legal_Request
What is the law on right to a fair trial for a suspect in a crime of a city of a state?,Legal_Request
Can I be arrested for a debt of my brother in a bank of a city of a state?,Legal_Request
How to report a case of animal poaching to the forest officer in a park of a state of India?,Legal_Request
Is it legal to use a fake voice for a radio show on a station of a city of a state?,Legal_Request
Procedure to get a legal heir certificate for a deceased step-father in a family of a city of a state?,Legal_Request
Can I sue a person for a defamatory comment on a social app for a person in a city of a state?,Legal_Request
How to file a case for a refund of a deposit in a bank of a state of India?,Legal_Request
What are the rights of a consumer for a defective service of a company in a city of a state?,Legal_Request
Can a school charge a fine for a damaged chair in a classroom of a school of a city of a state?,Legal_Request
How to report a case of bribery in a housing office of a city of a state?,Legal_Request
Is it legal to use a fake email for a contact in a website of a city of a state?,Legal_Request
Procedure to get a trade license for a bookstore in a market of a city of a state?,Legal_Request
Can I sue a company for a faulty heater in a house of a city of a state?,Legal_Request
How to file a complaint against a government clerk for a misconduct in office of a city of a state?,Legal_Request
What is the law on right to information for a private college in a state of India?,Legal_Request
Can I be arrested for a social media post that is a critical of a government of a state in India?,Legal_Request
How to report a case of cyberbullying to the cyber cell of police station in a city of a state?,Legal_Request
Is it legal to use a fake name for a web page of a blog of a city of a state?,Legal_Request
Procedure to get a birth certificate for a child born in a ambulance in a city of a state?,Legal_Request
Can I sue a restaurant for a bad service in a party in a hotel of a city of a state?,Legal_Request
How to file a case for a missing baggage in a auto in a city of a state?,Legal_Request
What are the rights of a tenant for a house repair by owner of house in a city of a state?,Legal_Request
Can a school force a student to take a particular co-curricular activity in a school of a city of a state?,Legal_Request
How to report a case of illegal sand mining in a canal in a state of India?,Legal_Request
Is it legal to use a fake name on a comment box of a blog post of a site of a city of a state?,Legal_Request
Procedure to get a marriage certificate for a person with a terminal condition in a court of a city of a state?,Legal_Request
Can I sue a person for a false allegation in a business in a city of a state?,Legal_Request
How to file a complaint against a bank for a wrong branch in a account of a person in a city of a state?,Legal_Request
What is the law on right to education for a child of a daily wage worker in a city of a state in India?,Legal_Request
Can I be arrested for a crime committed by a partner in a business in a city of a state?,Legal_Request
How to report a case of domestic violence to the police post in a village of a state?,Legal_Request
Is it legal to use a fake ID for a club entry in a city of a state?,Legal_Request
Procedure to get a land patta for a poor farmer in a village of a state in India?,Legal_Request
Can I sue a hospital for a medical negligence of a doctor in a clinic of a city of a state?,Legal_Request
How to file a complaint against a travel agency for a hidden price in a trip of a person in a city of a state?,Legal_Request
What is the law on right to a clean environment in a residential area of a city of a state?,Legal_Request
Can I be arrested for a debt of my sister in a bank of a city of a state?,Legal_Request
How to report a case of animal abuse to the animal welfare society in a city of a state?,Legal_Request
Is it legal to use a fake profile picture on a chat site for a joke in a city of a state?,Legal_Request
Procedure to get a legal heir certificate for a deceased step-mother in a family of a city of a state?,Legal_Request
Can I sue a person for a defamatory post on a messaging site for a person in a city of a state?,Legal_Request
How to file a case for a refund of a advance payment in a store of a city of a state?,Legal_Request
What are the rights of a consumer for a wrong measure of a product in a city of a state?,Legal_Request
Can a school expel a student for a misbehavior with a teacher in a school of a city of a state?,Legal_Request
How to report a case of bribery in a rto office in a city of a state?,Legal_Request
Is it legal to use a fake email for a newsletter sign up in a site of a city of a state?,Legal_Request
Procedure to get a trade license for a medical store in a market of a city of a state?,Legal_Request
Can I sue a company for a faulty washing machine after one month of purchase in a city of a state?,Legal_Request
How to file a complaint against a government official for a misbehavior with a woman in a office of a city of a state?,Legal_Request
What is the law on right to health for a senior citizen in a hospital of a city of a state?,Legal_Request
Can I be arrested for a social media post that is a criticism of a person in a city of a state?,Legal_Request
How to report a case of cyberstalking to the police department in a state of India?,Legal_Request
Is it legal to use a fake name for a online account registration in a site of a city of a state?,Legal_Request
Procedure to get a birth certificate for a child with a surrogate father in a hospital of a city of a state?,Legal_Request
Can I sue a restaurant for a wrong price in a bill of a meal in a city of a state?,Legal_Request
How to file a case for a missing baggage in a truck in a city of a state?,Legal_Request
What are the rights of a tenant for a rent increase by owner of a house in a city of a state?,Legal_Request
Can a school refuse to give a conduct certificate for a student of a school in a city of a state?,Legal_Request
How to report a case of illegal construction in a park of a colony in a city of a state?,Legal_Request
Is it legal to use a fake ID for a metro ticket in a city of a state?,Legal_Request
Procedure to get a marriage certificate for a person with a mental illness in a court of a city of a state?,Legal_Request
Can I sue a person for a breach of privacy in a family in a city of a state?,Legal_Request
How to file a complaint against a bank for a delayed credit card of a account of a person in a city of a state?,Legal_Request
What is the law on right to shelter for a person in a disaster in a state of India?,Legal_Request
Can I be arrested for a crime committed by a friend of a relative in a city of a state?,Legal_Request
How to report a case of child labor to the child welfare committee of a city of a state?,Legal_Request
Is it legal to use a fake signature on a post card for a joke in a family of a city of a state?,Legal_Request
Procedure to get a land registration done in a sub-registrar office in a city of a state?,Legal_Request
Can I sue a hospital for a lack of cleanliness in a ward of a hospital of a city of a state?,Legal_Request
How to file a complaint against a travel agency for a wrong flight booking in a trip of a person in a city of a state?,Legal_Request
What is the law on right to a fair trial for a complainant in a crime of a city of a state?,Legal_Request
Can I be arrested for a debt of my ward in a school of a city of a state?,Legal_Request
How to report a case of animal poaching to the forest guard in a park of a city of a state?,Legal_Request
Is it legal to use a fake voice for a video call in a app of a city of a state?,Legal_Request
Procedure to get a legal heir certificate for a deceased grand-uncle in a family of a city of a state?,Legal_Request
Can I sue a person for a defamatory video on a social site for a person in a city of a state?,Legal_Request
How to file a case for a refund of a payment in a store of a city of a state?,Legal_Request
What are the rights of a consumer for a fake advertisement of a product in a city of a state?,Legal_Request
Can a school charge a fine for a late arrival of a student in a school of a city of a state?,Legal_Request
How to report a case of bribery in a excise office in a city of a state?,Legal_Request
Is it legal to use a fake email for a feedback in a website of a city of a state?,Legal_Request
Procedure to get a trade license for a stationary shop in a market of a city of a state?,Legal_Request
Can I sue a company for a faulty air cooler in a house of a city of a state?,Legal_Request
How to file a complaint against a government clerk for a delay in service in a office of a city of a state?,Legal_Request
What is the law on right to information for a private university college in a state of India?,Legal_Request
Can I be arrested for a social media post that is a criticism of a leader of a party in a city of a state?,Legal_Request
How to report a case of cyberbullying to the cyber cell of police wing in a city of a state?,Legal_Request
Is it legal to use a fake name for a article in a newspaper of a city of a state?,Legal_Request
Procedure to get a birth certificate for a child born in a private hospital in a city of a state?,Legal_Request
Can I sue a restaurant for a cold food in a party in a hotel of a city of a state?,Legal_Request
How to file a case for a missing baggage in a shared auto in a city of a state?,Legal_Request
What are the rights of a tenant for a house maintenance by owner of house in a city of a state?,Legal_Request
Can a school force a student to take a particular elective subject in a school of a city of a state?,Legal_Request
How to report a case of illegal sand mining in a river bed in a state of India?,Legal_Request
Is it legal to use a fake name on a comment box of a blog post of a site of a city of a state?,Legal_Request
Procedure to get a marriage certificate for a person with a physical disability in a court of a city of a state?,Legal_Request
Can I sue a person for a false claim in a business in a city of a state?,Legal_Request
How to file a complaint against a bank for a wrong name in a account of a person in a city of a state?,Legal_Request
What is the law on right to education for a child of a daily wage worker in a city of a state in India?,Legal_Request
Can I be arrested for a crime committed by a subordinate in a office in a city of a state?,Legal_Request
How to report a case of domestic violence to the local council office in a village of a state?,Legal_Request
Is it legal to use a fake ID for a sports entry in a stadium of a city of a state?,Legal_Request
Procedure to get a land patta for a marginal farmer in a village of a state in India?,Legal_Request
Can I sue a hospital for a medical negligence of a nurse in a ward of a city of a state?,Legal_Request
How to file a complaint against a travel agency for a bait advertisement of a trip in a city of a state?,Legal_Request
What is the law on right to a clean environment in a rural area of a state in India?,Legal_Request
Can I be arrested for a debt of my niece in a college of a city of a state?,Legal_Request
How to report a case of animal abuse to the animal rights group in a city of a state?,Legal_Request
Is it legal to use a fake profile picture on a chat app for a joke in a city of a state?,Legal_Request
Procedure to get a legal heir certificate for a deceased nephew in a family of a city of a state?,Legal_Request
Can I sue a person for a defamatory status on a social site for a person in a city of a state?,Legal_Request
How to file a case for a refund of a subscription fee in a app of a phone in a city of a state?,Legal_Request
What are the rights of a consumer for a wrong quality of a product in a city of a state?,Legal_Request
Can a school expel a student for a behavioral issue in a class of a school of a city of a state?,Legal_Request
How to report a case of bribery in a sales tax office in a city of a state?,Legal_Request
Is it legal to use a fake email for a poll in a website of a city of a state?,Legal_Request
Procedure to get a trade license for a spa in a city of a state?,Legal_Request
Can I sue a company for a faulty dryer in a laundry of a city of a state?,Legal_Request
How to file a complaint against a government official for a misbehavior with a public in a office of a city of a state?,Legal_Request
What is the law on right to health for a person with a disability in a city of a state?,Legal_Request
Can I be arrested for a social media post that is a parody of a policy of a government of a state?,Legal_Request
How to report a case of cyberstalking to the cyber unit of police station in a city of a state?,Legal_Request
Is it legal to use a fake name for a online registration in a site of a city of a state?,Legal_Request
Procedure to get a birth certificate for a child with a single mother in a hospital of a city of a state?,Legal_Request
Can I sue a restaurant for a wrong quantity in a meal of a person in a city of a state?,Legal_Request
How to file a case for a missing baggage in a car of a relative in a city of a state?,Legal_Request
What are the rights of a tenant for a lease agreement in a city of a state?,Legal_Request
Can a school refuse to give a merit certificate for a student in a school of a city of a state?,Legal_Request
How to report a case of illegal construction in a village of a state in India?,Legal_Request
Is it legal to use a fake ID for a concert ticket in a stadium of a city of a state?,Legal_Request
Procedure to get a marriage certificate for an inter-country marriage in a court of a city of a state?,Legal_Request
Can I sue a person for a breach of privacy in a relationship in a family of a city of a state?,Legal_Request
How to file a complaint against a bank for a delayed statement of a account of a person in a city of a state?,Legal_Request
What is the law on right to shelter for a victim of a natural disaster in a state of India?,Legal_Request
Can I be arrested for a crime committed by a relative of a friend in a city of a state?,Legal_Request
How to report a case of child labor to the social welfare department of a state in India?,Legal_Request
Is it legal to use a fake signature on a thank you note for a joke in a city of a state?,Legal_Request
Procedure to get a land registration done in a village council office of a state of India?,Legal_Request
Can I sue a hospital for a lack of medicine in a ward of a city of a state?,Legal_Request
How to file a complaint against a travel agency for a wrong flight in a trip of a person in a city of a state?,Legal_Request
What is the law on right to a fair trial for a suspect in a crime of a city of a state?,Legal_Request
Can I be arrested for a debt of my brother in a bank of a city of a state?,Legal_Request
How to report a case of animal poaching to the forest officer in a park of a state of India?,Legal_Request
Is it legal to use a fake voice for a radio show on a station of a city of a state?,Legal_Request
Procedure to get a legal heir certificate for a deceased step-father in a family of a city of a state?,Legal_Request
Can I sue a person for a defamatory comment on a social app for a person in a city of a state?,Legal_Request
How to file a case for a refund of a deposit in a bank of a state of India?,Legal_Request
What are the rights of a consumer for a defective service of a company in a city of a state?,Legal_Request
Can a school charge a fine for a damaged chair in a classroom of a school of a city of a state?,Legal_Request
How to report a case of bribery in a housing office of a city of a state?,Legal_Request
Is it legal to use a fake email for a contact in a website of a city of a state?,Legal_Request
Procedure to get a trade license for a bookstore in a market of a city of a state?,Legal_Request
Can I sue a company for a faulty heater in a house of a city of a state?,Legal_Request
How to file a complaint against a government clerk for a misconduct in office of a city of a state?,Legal_Request
What is the law on right to information for a private college in a state of India?,Legal_Request
Can I be arrested for a social media post that is a critical of a government of a state in India?,Legal_Request
How to report a case of cyberbullying to the cyber cell of police station in a city of a state?,Legal_Request
Is it legal to use a fake name for a web page of a blog of a city of a state?,Legal_Request
Procedure to get a birth certificate for a child born in a ambulance in a city of a state?,Legal_Request
Can I sue a restaurant for a bad service in a party in a hotel of a city of a state?,Legal_Request
How to file a case for a missing baggage in a auto in a city of a state?,Legal_Request
What are the rights of a tenant for a house repair by owner of house in a city of a state?,Legal_Request
Can a school force a student to take a particular co-curricular activity in a school of a city of a state?,Legal_Request
How to report a case of illegal sand mining in a canal in a state of India?,Legal_Request
Is it legal to use a fake name on a comment box of a blog post of a site of a city of a state?,Legal_Request
Procedure to get a marriage certificate for a person with a terminal condition in a court of a city of a state?,Legal_Request
Can I sue a person for a false allegation in a business in a city of a state?,Legal_Request
How to file a complaint against a bank for a wrong branch in a account of a person in a city of a state?,Legal_Request
What is the law on right to education for a child of a daily wage worker in a city of a state in India?,Legal_Request
Can I be arrested for a crime committed by a partner in a business in a city of a state?,Legal_Request
How to report a case of domestic violence to the police post in a village of a state?,Legal_Request
Is it legal to use a fake ID for a club entry in a city of a state?,Legal_Request
Procedure to get a land patta for a poor farmer in a village of a state in India?,Legal_Request
Can I sue a hospital for a medical negligence of a doctor in a clinic of a city of a state?,Legal_Request
How to file a complaint against a travel agency for a hidden price in a trip of a person in a city of a state?,Legal_Request
What is the law on right to a clean environment in a residential area of a city of a state?,Legal_Request
Can I be arrested for a debt of my sister in a bank of a city of a state?,Legal_Request
How to report a case of animal abuse to the animal welfare society in a city of a state?,Legal_Request
Is it legal to use a fake profile picture on a chat site for a joke in a city of a state?,Legal_Request
Procedure to get a legal heir certificate for a deceased step-mother in a family of a city of a state?,Legal_Request
Can I sue a person for a defamatory post on a messaging site for a person in a city of a state?,Legal_Request
How to file a case for a refund of a advance payment in a store of a city of a state?,Legal_Request
What are the rights of a consumer for a wrong measure of a product in a city of a state?,Legal_Request
Can I sue a school for a lack of books in a library of a school?,Legal_Request
How to report a case of animal theft in a farm of a village?,Legal_Request
Is it legal to use a fake name on a check of a bank?,Legal_Request
Procedure to get a death certificate for a person who died in a accident?,Legal_Request
Can I sue a person for a false charge in a police station?,Legal_Request
How to file a complaint against a bank for a wrong address in a passbook?,Legal_Request
What is the law on right to education for a child of a domestic worker?,Legal_Request
Can I be arrested for a crime committed by a guest in a house?,Legal_Request
How to report a case of domestic violence to the local police chief?,Legal_Request
Is it legal to use a fake ID for a entry into a library?,Legal_Request
Procedure to get a land patta for a small business in a village?,Legal_Request
Can I sue a hospital for a medical error in a prescription?,Legal_Request
How to file a complaint against a travel agency for a bait and switch of a hotel?,Legal_Request
What is the law on right to a clean environment in a slum of a city?,Legal_Request
Can I be arrested for a debt of my grandmother in a bank?,Legal_Request
How to report a case of animal abuse to the animal welfare unit of a city?,Legal_Request
Is it legal to use a fake profile picture on a social app for a joke?,Legal_Request
Procedure to get a legal heir certificate for a deceased step-son in a family?,Legal_Request
Can I sue a person for a defamatory status on a social site for a person?,Legal_Request
How to file a case for a refund of a registration fee in a app?,Legal_Request
What are the rights of a consumer for a wrong weight of a product?,Legal_Request
Can a school expel a student for a fight in a school?,Legal_Request
How to report a case of bribery in a income tax office in a city?,Legal_Request
Is it legal to use a fake email for a registration in a website?,Legal_Request
Procedure to get a trade license for a salon in a city?,Legal_Request
Can I sue a company for a faulty vacuum cleaner in a house?,Legal_Request
How to file a complaint against a government official for a misbehavior with a person in a office?,Legal_Request
What is the law on right to health for a person with a terminal illness?,Legal_Request
Can I be arrested for a social media post that is a criticism of a person?,Legal_Request
How to report a case of cyberstalking to the police cell?,Legal_Request
Is it legal to use a fake name for a online profile registration?,Legal_Request
Procedure to get a birth certificate for a child with a single father in a clinic?,Legal_Request
Can I sue a restaurant for a wrong bill amount?,Legal_Request
How to file a case for a missing baggage in a flight of a person?,Legal_Request
What are the rights of a tenant for a security deposit refund?,Legal_Request
Can a school refuse to give a transfer certificate for a student?,Legal_Request
How to report a case of illegal construction in a park of a city?,Legal_Request
Is it legal to use a fake ID for a cinema ticket entry?,Legal_Request
Procedure to get a marriage certificate for an inter-religious marriage in a court?,Legal_Request
Can I sue a person for a breach of contract in a business?,Legal_Request
How to file a complaint against a bank for a hidden charge in a account?,Legal_Request
What is the law on right to shelter for a person in a crisis?,Legal_Request
Can I be arrested for a crime committed by a friend of a relative?,Legal_Request
How to report a case of child labor to the child welfare committee?,Legal_Request
Is it legal to use a fake signature on a letter for a joke?,Legal_Request
Procedure to get a land registration done in a sub-registrar office?,Legal_Request
Can I sue a hospital for a lack of hygiene in a ward?,Legal_Request
How to file a complaint against a travel agency for a wrong booking of a flight?,Legal_Request
What is the law on right to a fair trial for a complainant?,Legal_Request
Can I be arrested for a debt of my ward in a school?,Legal_Request
How to report a case of animal poaching to the forest guard?,Legal_Request
Is it legal to use a fake voice for a video call app?,Legal_Request
Procedure to get a legal heir certificate for a deceased grand-uncle?,Legal_Request
Can I sue a person for a defamatory video on a social site?,Legal_Request
How to file a case for a refund of a payment in a store?,Legal_Request
What are the rights of a consumer for a fake advertisement of a product?,Legal_Request
Can a school charge a fine for a late arrival in a school?,Legal_Request
How to report a case of bribery in a excise office?,Legal_Request
Is it legal to use a fake email for a feedback form?,Legal_Request
Procedure to get a trade license for a stationary shop?,Legal_Request
Can I sue a company for a faulty air cooler?,Legal_Request
How to file a complaint against a government clerk for a delay in service?,Legal_Request
What is the law on right to information for a private university college?,Legal_Request
Can I be arrested for a social media post that is a criticism of a leader?,Legal_Request
How to report a case of cyberbullying to the cyber cell of police station?,Legal_Request
Is it legal to use a fake name for a article in a newspaper?,Legal_Request
Procedure to get a birth certificate for a child born in a private hospital?,Legal_Request
Can I sue a restaurant for a cold food in a party?,Legal_Request
How to file a case for a missing baggage in a shared auto?,Legal_Request
What are the rights of a tenant for a house maintenance by owner of house?,Legal_Request
Can a school force a student to take a particular elective subject?,Legal_Request
How to report a case of illegal sand mining in a river bed?,Legal_Request
Is it legal to use a fake name on a comment box of a blog?,Legal_Request
Procedure to get a marriage certificate for a person with a physical disability?,Legal_Request
Can I sue a person for a false claim in a business?,Legal_Request
How to file a complaint against a bank for a wrong name in a account?,Legal_Request
What is the law on right to education for a child of a daily wage worker?,Legal_Request
Can I be arrested for a crime committed by a subordinate in a office?,Legal_Request
How to report a case of domestic violence to the local council office?,Legal_Request
Is it legal to use a fake ID for a sports entry in a stadium?,Legal_Request
Procedure to get a land patta for a marginal farmer in a village?,Legal_Request
Can I sue a hospital for a medical negligence of a nurse?,Legal_Request
How to file a complaint against a travel agency for a bait advertisement?,Legal_Request
What is the law on right to a clean environment in a rural area?,Legal_Request
Can I be arrested for a debt of my niece in a college?,Legal_Request
How to report a case of animal abuse to the animal rights group?,Legal_Request
Is it legal to use a fake profile picture on a chat app?,Legal_Request
Procedure to get a legal heir certificate for a deceased nephew?,Legal_Request
Can I sue a person for a defamatory status on a social site?,Legal_Request
How to file a case for a refund of a subscription fee?,Legal_Request
What are the rights of a consumer for a wrong quality of a product?,Legal_Request
Can a school expel a student for a behavioral issue in a class?,Legal_Request
How to report a case of bribery in a sales tax office?,Legal_Request
Is it legal to use a fake email for a poll in a website?,Legal_Request
Procedure to get a trade license for a spa in a city?,Legal_Request
Can I sue a company for a faulty dryer in a laundry?,Legal_Request
How to file a complaint against a government official for a misbehavior with a public?,Legal_Request
What is the law on right to health for a person with a disability?,Legal_Request
Can I be arrested for a social media post that is a parody of a policy?,Legal_Request
How to report a case of cyberstalking to the cyber unit of police station?,Legal_Request
Is it legal to use a fake name for a online registration in a site?,Legal_Request
Procedure to get a birth certificate for a child with a single mother in a hospital?,Legal_Request
Can I sue a restaurant for a wrong quantity in a meal?,Legal_Request
How to file a case for a missing baggage in a car of a relative?,Legal_Request
What are the rights of a tenant for a lease agreement in a city?,Legal_Request
Can a school refuse to give a merit certificate for a student?,Legal_Request
How to report a case of illegal construction in a village of a state?,Legal_Request
Is it legal to use a fake ID for a concert ticket in a stadium?,Legal_Request
Procedure to get a marriage certificate for an inter-country marriage in a court?,Legal_Request
Can I sue a person for a breach of privacy in a relationship?,Legal_Request
How to file a complaint against a bank for a delayed statement of a account?,Legal_Request
What is the law on right to shelter for a victim of a natural disaster?,Legal_Request
Can I be arrested for a crime committed by a relative of a friend?,Legal_Request
How to report a case of child labor to the social welfare department?,Legal_Request
Is it legal to use a fake signature on a thank you note for a joke?,Legal_Request
Procedure to get a land registration done in a village council office?,Legal_Request
Can I sue a hospital for a lack of medicine in a ward?,Legal_Request
How to file a complaint against a travel agency for a wrong flight in a trip?,Legal_Request
What is the law on right to a fair trial for a suspect in a crime?,Legal_Request
Can I be arrested for a debt of my brother in a bank?,Legal_Request
How to report a case of animal poaching to the forest officer?,Legal_Request
Is it legal to use a fake voice for a radio show on a station?,Legal_Request
Procedure to get a legal heir certificate for a deceased step-father in a family?,Legal_Request
Can I sue a person for a defamatory comment on a social app for a person?,Legal_Request
How to file a case for a refund of a deposit in a bank of a state?,Legal_Request
What are the rights of a consumer for a defective service of a company?,Legal_Request
Can a school charge a fine for a damaged chair in a classroom?,Legal_Request
How to report a case of bribery in a housing office of a city?,Legal_Request
Is it legal to use a fake email for a contact in a website?,Legal_Request
Procedure to get a trade license for a bookstore in a market?,Legal_Request
Can I sue a company for a faulty heater in a house?,Legal_Request
How to file a complaint against a government clerk for a misconduct in office?,Legal_Request
What is the law on right to information for a private college in a state?,Legal_Request
Can I be arrested for a social media post that is a critical of a government?,Legal_Request
How to report a case of cyberbullying to the cyber cell of police station in a city?,Legal_Request
Is it legal to use a fake name for a web page of a blog?,Legal_Request
Procedure to get a birth certificate for a child born in a ambulance in a city?,Legal_Request
Can I sue a restaurant for a bad service in a party?,Legal_Request
How to file a case for a missing baggage in a auto in a city?,Legal_Request
What are the rights of a tenant for a house repair by owner of house?,Legal_Request
Can a school force a student to take a particular co-curricular activity?,Legal_Request
How to report a case of illegal sand mining in a canal in a state?,Legal_Request
Is it legal to use a fake name on a comment box of a blog post?,Legal_Request
Procedure to get a marriage certificate for a person with a terminal condition in a court?,Legal_Request
Can I sue a person for a false allegation in a business?,Legal_Request
How to file a complaint against a bank for a wrong branch in a account?,Legal_Request
What is the law on right to education for a child of a daily wage worker?,Legal_Request
Can I be arrested for a crime committed by a partner in a business?,Legal_Request
How to report a case of domestic violence to the police post in a village?,Legal_Request
Is it legal to use a fake ID for a club entry in a city?,Legal_Request
Procedure to get a land patta for a poor farmer in a village?,Legal_Request
Can I sue a hospital for a medical negligence of a doctor in a clinic?,Legal_Request
How to file a complaint against a travel agency for a hidden price in a trip?,Legal_Request
What is the law on right to a clean environment in a residential area of a city?,Legal_Request
Can I be arrested for a debt of my sister in a bank?,Legal_Request
How to report a case of animal abuse to the animal welfare society?,Legal_Request
Is it legal to use a fake profile picture on a chat site for a joke?,Legal_Request
Procedure to get a legal heir certificate for a deceased step-mother in a family?,Legal_Request
Can I sue a person for a defamatory post on a messaging site for a person?,Legal_Request
How to file a case for a refund of a advance payment in a store?,Legal_Request
What are the rights of a consumer for a wrong measure of a product?,Legal_Request
Can a school expel a student for a misbehavior with a teacher?,Legal_Request
How to report a case of bribery in a rto office in a city?,Legal_Request
Is it legal to use a fake email for a newsletter sign up in a site?,Legal_Request
Procedure to get a trade license for a medical store in a market?,Legal_Request
Can I sue a company for a faulty washing machine after one month?,Legal_Request
How to file a complaint against a government official for a misbehavior with a woman in a office?,Legal_Request
What is the law on right to health for a senior citizen in a hospital?,Legal_Request
Can I be arrested for a social media post that is a criticism of a person?,Legal_Request
How to report a case of cyberstalking to the police department?,Legal_Request
Is it legal to use a fake name for a online account registration?,Legal_Request
Procedure to get a birth certificate for a child with a surrogate father in a hospital?,Legal_Request
Can I sue a restaurant for a wrong price in a bill?,Legal_Request
How to file a case for a missing baggage in a truck in a city?,Legal_Request
What are the rights of a tenant for a rent increase by owner?,Legal_Request
Can a school refuse to give a conduct certificate for a student?,Legal_Request
How to report a case of illegal construction in a park of a colony?,Legal_Request
Is it legal to use a fake ID for a metro ticket in a city?,Legal_Request
